source_file,sheet,source_column,raw_township,raw_state_region,suggested_canonical_township,suggested_canonical_state_region,confidence,match_type,row_count,reason,recommended_alias_mapping
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,MAGWAY,Gangaw,Magway,54.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamma (Magway),"""Gangaw"": [""Kanma""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,MAGWAY,Natmauk,Magway,50.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamma (Magway),"""Natmauk"": [""Kanma""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukme,SHAN,Kyaukme,Shan (North),85.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North)),"""Kyaukme"": [""Kyoukme""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukme,SHAN,Kutkai,Shan (North),46.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North)),"""Kutkai"": [""Kyoukme""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukme,SHAN,Kyethi,Shan (South),46.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North)),"""Kyethi"": [""Kyoukme""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Lawe,MANDALAY,Pyawbwe,Mandalay,54.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyawbwe (Mandalay),"""Pyawbwe"": [""Lawe""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Lawe,MANDALAY,Kyaukse,Mandalay,36.4,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyawbwe (Mandalay),"""Kyaukse"": [""Lawe""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Lawe,MANDALAY,Mahlaing,Mandalay,33.3,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyawbwe (Mandalay),"""Mahlaing"": [""Lawe""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nattlin,BAGO WEST,Nattalin,Bago (West),93.3,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West)),"""Nattalin"": [""Nattlin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nattlin,BAGO WEST,Minhla,Bago (West),30.8,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West)),"""Minhla"": [""Nattlin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nattlin,BAGO WEST,Gyobingauk,Bago (West),23.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West)),"""Gyobingauk"": [""Nattlin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,NAYPYITAW,Pyinmana,Nay Pyi Taw,47.1,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyinmana (Nay Pyi Taw),"""Pyinmana"": [""Naypyitaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,NAYPYITAW,Zay Yar Thi Ri,Nay Pyi Taw,40.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyinmana (Nay Pyi Taw),"""Zay Yar Thi Ri"": [""Naypyitaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,NAYPYITAW,Det Khi Na Thi Ri,Nay Pyi Taw,27.3,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Pyinmana (Nay Pyi Taw),"""Det Khi Na Thi Ri"": [""Naypyitaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Paw,BAGO WEST,Thayarwady,Bago (West),63.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Thayarwady"": [""Phayar Paw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Paw,BAGO WEST,Pyay,Bago (West),46.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Pyay"": [""Phayar Paw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Paw,BAGO WEST,Paukkhaung,Bago (West),31.6,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Paukkhaung"": [""Phayar Paw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Saik Phyu,MAGWAY,Seikphyu,Magway,87.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Seikphyu (Magway),"""Seikphyu"": [""Saik Phyu""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Saik Phyu,MAGWAY,Salin,Magway,46.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Seikphyu (Magway),"""Salin"": [""Saik Phyu""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Saik Phyu,MAGWAY,Pakokku,Magway,40.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Seikphyu (Magway),"""Pakokku"": [""Saik Phyu""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Ngoo,BAGO EAST,Taungoo,Bago (East),87.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungoo (Bago (East)),"""Taungoo"": [""Taung Ngoo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Ngoo,BAGO EAST,Nyaunglebin,Bago (East),50.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungoo (Bago (East)),"""Nyaunglebin"": [""Taung Ngoo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Ngoo,BAGO EAST,Bago,Bago (East),46.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungoo (Bago (East)),"""Bago"": [""Taung Ngoo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharpaung,AYEYARWADDY,Thabaung,Ayeyarwady,82.4,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thabaung (Ayeyarwady),"""Thabaung"": [""Tharpaung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharpaung,AYEYARWADDY,Paung,Mon,71.4,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thabaung (Ayeyarwady),"""Paung"": [""Tharpaung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharpaung,AYEYARWADDY,Thantlang,Chin,66.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thabaung (Ayeyarwady),"""Thantlang"": [""Tharpaung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharse,MANDALAY,Thazi,Mandalay,54.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay),"""Thazi"": [""Tharse""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharse,MANDALAY,Thabeikkyin,Mandalay,47.1,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay),"""Thabeikkyin"": [""Tharse""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tharse,MANDALAY,Kyaukse,Mandalay,46.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay),"""Kyaukse"": [""Tharse""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thetyat Chaung,TANINTHARYI,Thayetchaung,Tanintharyi,80.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayetchaung (Tanintharyi),"""Thayetchaung"": [""Thetyat Chaung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thetyat Chaung,TANINTHARYI,Kawthoung,Tanintharyi,45.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayetchaung (Tanintharyi),"""Kawthoung"": [""Thetyat Chaung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thetyat Chaung,TANINTHARYI,Launglon,Tanintharyi,38.1,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayetchaung (Tanintharyi),"""Launglon"": [""Thetyat Chaung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,BAGO WEST,Nattalin,Bago (West),28.6,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West)),"""Nattalin"": [""Tikkyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,BAGO WEST,Gyobingauk,Bago (West),25.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West)),"""Gyobingauk"": [""Tikkyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,BAGO WEST,Paukkhaung,Bago (West),25.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nattalin (Bago (West)),"""Paukkhaung"": [""Tikkyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ToonTay,YANGON,Twantay,Yangon,71.4,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon),"""Twantay"": [""ToonTay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ToonTay,YANGON,Thongwa,Yangon,57.1,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon),"""Thongwa"": [""ToonTay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ToonTay,YANGON,Htantabin,Yangon,50.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon),"""Htantabin"": [""ToonTay""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Mandalay Division,Amarapura,Mandalay,0.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Amarapura (Mandalay),"""Amarapura"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Mandalay Division,Aungmyaythazan,Mandalay,0.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Amarapura (Mandalay),"""Aungmyaythazan"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Mandalay Division,Chanayethazan,Mandalay,0.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Amarapura (Mandalay),"""Chanayethazan"": [""0""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Aein Mae,AYEYARWADDY,Einme,Ayeyarwady,83.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Einme"": [""Aein Mae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Aein Mae,AYEYARWADDY,Waingmaw,Kachin,66.7,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Waingmaw"": [""Aein Mae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Aein Mae,AYEYARWADDY,Wakema,Ayeyarwady,61.5,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Wakema"": [""Aein Mae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ayeyarwaddy,AYEYARWADDY,Thayarwady,Bago (West),76.2,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Thayarwady"": [""Ayeyarwaddy""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ayeyarwaddy,AYEYARWADDY,Myawaddy,Kayin,73.7,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Myawaddy"": [""Ayeyarwaddy""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ayeyarwaddy,AYEYARWADDY,Ayadaw,Sagaing,47.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Ayadaw"": [""Ayeyarwaddy""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ba Yint Naing,YANGON,Kyeemyindaing,Yangon,58.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyeemyindaing (Yangon),"""Kyeemyindaing"": [""Ba Yint Naing""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ba Yint Naing,YANGON,Botahtaung,Yangon,57.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyeemyindaing (Yangon),"""Botahtaung"": [""Ba Yint Naing""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ba Yint Naing,YANGON,Mayangone,Yangon,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyeemyindaing (Yangon),"""Mayangone"": [""Ba Yint Naing""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Bo Kalay,AYEYARWADDY,Kalaw,Shan (South),66.7,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kalaw (Shan (South)),"""Kalaw"": [""Bo Kalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Bo Kalay,AYEYARWADDY,Bogale,Ayeyarwady,61.5,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kalaw (Shan (South)),"""Bogale"": [""Bo Kalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Bo Kalay,AYEYARWADDY,Kalewa,Sagaing,61.5,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kalaw (Shan (South)),"""Kalewa"": [""Bo Kalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Duyar,AYEYARWADDY,Madaya,Mandalay,54.5,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay),"""Madaya"": [""Duyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Duyar,AYEYARWADDY,Danubyu,Ayeyarwady,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay),"""Danubyu"": [""Duyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Duyar,AYEYARWADDY,Pindaya,Shan (South),50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay),"""Pindaya"": [""Duyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Eain Mae,AYEYARWADDY,Einme,Ayeyarwady,83.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Einme"": [""Eain Mae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Eain Mae,AYEYARWADDY,Waingmaw,Kachin,66.7,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Waingmaw"": [""Eain Mae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Eain Mae,AYEYARWADDY,Banmauk,Sagaing,57.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Banmauk"": [""Eain Mae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Euame,AYEYARWADDY,Einme,Ayeyarwady,60.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Einme"": [""Euame""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Euame,AYEYARWADDY,Tamwe,Yangon,60.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Tamwe"": [""Euame""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Euame,AYEYARWADDY,Dedaye,Ayeyarwady,54.5,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Dedaye"": [""Euame""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,HLAINGTHARYAR,YANGON,Hlaingtharya (East),Yangon,82.8,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaingtharya (East)"": [""HLAINGTHARYAR""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,HLAINGTHARYAR,YANGON,Hlaingtharya (West),Yangon,82.8,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaingtharya (West)"": [""HLAINGTHARYAR""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,HLAINGTHARYAR,YANGON,Hlaing,Yangon,63.2,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaing"": [""HLAINGTHARYAR""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,HTANTAPIN,BAGO EAST,Htantabin,Bago (East),88.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Htantabin"": [""HTANTAPIN""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,HTANTAPIN,BAGO EAST,Thanatpin,Bago (East),77.8,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Thanatpin"": [""HTANTAPIN""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,HTANTAPIN,BAGO EAST,Nyaunglebin,Bago (East),40.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Nyaunglebin"": [""HTANTAPIN""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,BAGO WEST,Paukkhaung,Bago (West),40.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West)),"""Paukkhaung"": [""Kanma""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,BAGO WEST,Padaung,Bago (West),33.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West)),"""Padaung"": [""Kanma""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,BAGO WEST,Paungde,Bago (West),33.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West)),"""Paungde"": [""Kanma""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Khayan,YANGON,Kayan,Yangon,90.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kayan (Yangon),"""Kayan"": [""Khayan""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Khayan,YANGON,Kyauktan,Yangon,57.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kayan (Yangon),"""Kyauktan"": [""Khayan""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Khayan,YANGON,Thanlyin,Yangon,57.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kayan (Yangon),"""Thanlyin"": [""Khayan""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyite Latt,AYEYARWADDY,Kyaiklat,Ayeyarwady,70.6,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaiklat (Ayeyarwady),"""Kyaiklat"": [""Kyite Latt""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyite Latt,AYEYARWADDY,Labutta,Ayeyarwady,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaiklat (Ayeyarwady),"""Labutta"": [""Kyite Latt""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyite Latt,AYEYARWADDY,Myittha,Mandalay,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaiklat (Ayeyarwady),"""Myittha"": [""Kyite Latt""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukmae,SHAN,Kyaukme,Shan (North),80.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North)),"""Kyaukme"": [""Kyoukmae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukmae,SHAN,Kutkai,Shan (North),57.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North)),"""Kutkai"": [""Kyoukmae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyoukmae,SHAN,Mabein,Shan (North),42.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukme (Shan (North)),"""Mabein"": [""Kyoukmae""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,MYOE THIT,MAGWAY,Myothit,Magway,93.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway),"""Myothit"": [""MYOE THIT""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,MYOE THIT,MAGWAY,Myaing,Magway,42.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway),"""Myaing"": [""MYOE THIT""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,MYOE THIT,MAGWAY,Thayet,Magway,42.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway),"""Thayet"": [""MYOE THIT""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mawlamyine Kyun,AYEYARWADDY,Mawlamyinegyun,Ayeyarwady,92.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mawlamyinegyun (Ayeyarwady),"""Mawlamyinegyun"": [""Mawlamyine Kyun""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mawlamyine Kyun,AYEYARWADDY,Mawlamyine,Mon,83.3,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mawlamyinegyun (Ayeyarwady),"""Mawlamyine"": [""Mawlamyine Kyun""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mawlamyine Kyun,AYEYARWADDY,Mawlaik,Sagaing,66.7,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mawlamyinegyun (Ayeyarwady),"""Mawlaik"": [""Mawlamyine Kyun""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,NAYPYITAW,MANDALAY,Myittha,Mandalay,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Myittha"": [""NAYPYITAW""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,NAYPYITAW,MANDALAY,Natogyi,Mandalay,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Natogyi"": [""NAYPYITAW""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,NAYPYITAW,MANDALAY,Pyawbwe,Mandalay,50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Pyawbwe"": [""NAYPYITAW""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paung Dalel,BAGO WEST,Paungde,Bago (West),82.4,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Paungde"": [""Paung Dalel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paung Dalel,BAGO WEST,Padaung,Bago (West),58.8,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Padaung"": [""Paung Dalel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paung Dalel,BAGO WEST,Paukkhaung,Bago (West),50.0,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Paukkhaung"": [""Paung Dalel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Gyi,BAGO EAST,Kyaukkyi,Bago (East),47.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukkyi (Bago (East)),"""Kyaukkyi"": [""Phayar Gyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Gyi,BAGO EAST,Shwegyin,Bago (East),47.1,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukkyi (Bago (East)),"""Shwegyin"": [""Phayar Gyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Phayar Gyi,BAGO EAST,Phyu,Bago (East),46.2,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaukkyi (Bago (East)),"""Phyu"": [""Phayar Gyi""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,SHWE TAUNG,BAGO WEST,Shwedaung,Bago (West),88.9,Unmatched,2,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Shwedaung (Bago (West)),"""Shwedaung"": [""SHWE TAUNG""]"
